comment,time
1526873454539,菜品很少，人又多，服务态度不是很好
1526214279727,应该不会有下次。  寿司上面有蟑螂再跑。话说前面的收银台服务也是够差的。
1526042194919,卫生没有以前好了，盘子都没洗干净，夹寿司的时候还看到蟑螂在爬，菜式也没有以前多样了，很失望，以后都不想去了……
1525223384881,没有汉滏宫的菜多，锅下面滴油，没留意把我刚买的鞋给滴成这样了，这炖饭吃的太不值了
1524839974259,吃过最差的自助餐  没有之一。    几乎没啥可吃的，寿司都是酸酸的……菜品差就算了 服务还不到位，忘带纸巾 ，两块一包带印刷广告那种，美团以来第一个差评。
1523021871049,带小孩去吃  半价也要40  不推荐  东西不太新鲜
1522923546400,菜很久才上，调料没了也没人添加，碗很脏，吃了20分钟不到，就撤了，服务态度不好！
1522733602988,都没什么东西吃、感觉吃来吃去都是那几个菜
1522645229055,收回押金既然给假钱，我对这的服务也是服了，看是十块没去理，回来才发现收到两张十块里面有一张是假钱，而且那的食物新鲜，第一次遇到这样的店，见识了
1521992702144,肉类菜类品种都不多，调料也好少，花椒油香油都没有，都没吃到什么东西。
1520759375492,"#卫生不好，碗筷很油，还滴着水#菜品挺多的，但是没什么好吃，只有肥牛还不错。海鲜就别想了，真的不是一般的不好吃，蚝外面盖了厚厚的一堆蒜蓉，看上去好像不错，但其实里面完全就没有肉，瘦到连牙缝都塞不住！！！而且烤熟要花大量时间。还是吃点其他的吧。另外牛柳像猪肉，而且多筋，难吃，总体上能吃的只有肥牛了。#服务态度，这家烤肉店让我见识到了什么叫凶女人，男的对你爱理不理，让加点东西直接当没听到，素质极差。总的来说，这是家极不推荐的烤肉店，不会再来。"
1520416843876,难吃.东西少.没什么好吃的.有些东西是没有的还有熟食还那么凉
1519363440809,本人也算是个吃货，国内外的饭店吃过无数，但从来没吃过这么不靠谱的烤肉。刚坐下就看到一只虫子在沙发上爬过。用杯子打饮料，打完后杯子上一层油膜（可想卫生条件如何）。服务态度非常差，吃了一个小时连个收盘子的都没有。挂着铁板烧的牌子，都没见到铁板烧长啥样。强烈不推荐吃货朋友们去尝试，好了，我看到驴肉火烧了，我去再吃些，头一次吃自助没吃饱，我也是醉了。
1519131587438,超级难吃，就没吃过这么难吃的烤肉，东西少的可怜，火锅汤底没有一点味道，去的比较晚的话一定要看下菜品.看着就没有食欲了.
1518242896231,一般般，不是太好吃，种类太少，
1517150836250,环境比较差，肉类比较少，酒类只有一种酒，没去过的，只会去一次
1516711890578,服務一般，店員都不積極的~品種少的可憐，又不新鮮，哎，不想提了
1515850914393,大晚上的  没什么东西吃  不如别家  什么都没有  不推荐
1515149475421,服务态度真的是太差了，就连那个火锅的锅底不找他都不上的，吃的东西也少
1514815053653,一点都不好吃，菜不新鲜，那个啥子肉吃着是苦的，感觉像新闻报道的拼接肉一样
1514808964233,比较失望。好多品种都没有， 就只有哪几种，空盘了填菜要好半天。都不知道在干嘛。幸好地理位置好。不然……
1514712580904,东西也好少啊，不推荐，还不如楼下那条小吃街
1514692763397,环境不好，东西不新鲜，不推荐这家
1514273106841,真的不推荐去，感觉肉都很不新鲜，海鲜也很不新鲜，一直想到僵尸肉就吃不下了，拿了两个生蚝，其中一个蒜末下面都是沙子，下次不敢恭维了，火锅的锅太高了，夹的时候抬的手都无奈死了
1513916534129,不咋地 人比较多！没吃完就赶人走了
1512899813044,服务还可以，就是菜品太少了，基本上没什么吃的 也没有甜品蛋糕！亲眼所见他们的橙汁饮料是加了粉泡水进去的。不推荐大家去。
1512651069145,肉类不新鲜，感觉不是真肉！！！
1512622053401,菜品不多，也不怎么新鲜，补划算
1512547570508,下次在也不会去了。我们八点去热菜都没有了服务员说厨师卫生打扫好了不炒了简直无语了服务员一个个的还特别拽
1512382469356,菜品少，真的少，不解释，不听的，可以去试试
1511427002865,冰箱里的肉，乱码七糟，更新不及时，地面桌子都很油，屋里乌烟瘴气的，调料种类也不够丰富
1510455098531,晚上去的，菜都不新鲜  辣鸡  什么玩意哦
1510324759916,哇差评差评     下午去的那里，老街人超多，绕了好多圈终于找到美食城角落里的这个自助，最后好不容易到门口了，有三个他们的人站在门口收银台那我们看着他们他们看着我们大眼瞪小眼谁也不吭声，你们长得好看呢？嗯？最后还是我们打破了僵局说我们是美团的，哇一听我们美团的前台的小姐姐更是不得了了理都不理我们的后来还是他们三个其中一个给我们验了，其实我们美团的你们应该好好接待，不然谁能找到你这个小角落里，那副嘴脸叼天上去了，那你不就好厉害。言归正传，特！别！咸！没有自己加盐的都辣么咸，吃两口就没吃了，东西炒鸡少，就两排地方不用五分钟就能走完，失望。以后不会去了，想好好吃自助的还是不要来这里，态度差东西少，就这样
1509966558229,菜品少。服务态度差。有个女服务员老是过来关火是什么鬼，我刚调的火都给关了，我也是醉了。
1509440108555,地板很脏，滑滑的，东西也不多，不推荐
1508419628894,第一次碰到基本没有肉的烤肉店……两点多去的，没什么菜还都是凉的，服务态度一般般，不推荐
1508060596234,很一般 个人感觉不太喜欢…………………………
1507605422167,一般般，没什么可吃的，水果也不新鲜。
1507438308283,菜品少，没什么吃的，主要是环境差，挤，很闷，而且服务员老看着我们桌，眼神像防贼一样防我们，不到一个小时我们就受不了走了。
1507309303735,不卫生 服务差 吃的也少 服务员老问吃饱了没 要把食收掉 明明才刚去
1507036394648,味道太咸了，服务员的态度极度不好还骂人，海鲜还是坏了的，下次再也不来了
1506950146179,"一进到店就后悔了，一股油烟味扑鼻而来，抽烟机用处不大，让人感觉这个店有点挤。地板有点滑，感觉平时拖地没把油拖干净！问了一下能不能退款不吃了，结果也知道，不能。
于是将就着吃，调料都分不清是醋还是酱油，几个标签没了也不补上去。海鲜没见到多少，就连水果也是，没吃过竟然还缺水果的自助餐！
我们是中午去就的餐，他们家的酱料费每人还要另外交3元，午市明明是52元，但是却说不能用，要按晚市的价格！
平时吃完自助即使有吐槽的点也很少有评论，但这个实在让人接受不了，那些服务员的态度没有别家的好，来了第一次就不会来第二次了！绝对的！"
1506395993756,哎……不说太多，除了吃寿司，其他没好吃的。
1505191354546,一般，也没什么好吃的，最主要的是服务态度非常差，不会再去第二次
1504841657695,能吃的东西真的不多 感觉都不新鲜
1504706841141,烟雾全都是，只有一点肉都不是满盘出的，海鲜也是小盘的放出来，总之是我们吃过最差的。无论环境还是服务，和服务员对面路过想着停一下或者让对方过，她的态度是直接脸黑挥挥手像指挥一样让路，也是服了。
1504353739952,谁去谁坑被坑，我是一个吃货的人来说
1504253725617,环境污染  服务态度差   不卫生   服务态度差
1503928307548,自己烤肉，老是跑过来关火，说会烤焦的，开个2档， 8档可以开的，开着5 档在弄吃，饿死了还有人跑过来直接开到2，有病，烤了15分还是不熟的。自助烤肉还有这样的。来回关了我3 4次火，呵呵
1503402553969,"环境太阴暗了。感觉心情很压抑的。 居然还要收调料费。第一次吃自助收调料费的。菜品实在太少了，看到网上显示的图片才去吃的，结果到了店里真的好失望啊。菜品少，又不新鲜？水果看网上图片好丰富，结果就几个枣子，香蕉，真的很无语。然后海鲜类根本没有。而且到了晚上吃完了，反胃，超级不舒服。真心不推荐，最好不要带小孩子去，吃坏肚子，。"
1503379275692,"我个人特别懒，不在美团淘宝上差评或者好评，这次真的气到我了，
和男神过去吃饭，因为我先到，跟服务员说的时候，服务员说先验证一张，朋友来了在和她说验证，可是写了2张验证码的时候，两张验证码都验证了，朋友差不多到了准备验证我才发现，朋友才坐下没多少分钟，服务员就提醒用餐时间只有20分钟，说明情况的时候，服务员说，我朋友到了没有和她说，错在我先，，先验证是因为她自己怕漏了，，她没有错，，，最后加了20分钟，理由是因为等着人多，最后提醒还剩5分钟，我出来的时候真的没人在等，，整个过程也没人询问要不要换纸，服务员都不知道去哪了，，菜品不多，水果很少，雪糕也看不到，，如果不是为了在男神面前保持影响，就特别想想投诉，，这服务员服务质量，，，一分都不想给"
1503040970045,里面东西少不说，还没有罐装孜然，辣椒粉，真的能吃的就那么几个，肉类那能吃吗？全是杂，熟菜一看就好没食欲，拉黑名单，再也不会去
1502727265260,主要是口味太一般了，真心不推荐，东西真的很不好吃，唯一让我欣赏的是他们的理念，他们不允许浪费，这是好的
1502698701005,菜肉差死，服务态度差，种类少，都不好吃。
1502642276952,菜品特别少，饮料也没什么，水果只有番茄哈密瓜番石榴，没东西吃，而且今天过去，8点开始吃，星期天东西也不多加一点，过去吃凉拌菜都没有了，甜品蛋糕也没有，寿司才只有几样，炒菜类也没有什么，烤肉食材少的可怜，海鲜类更是没有，不知道是吃什么
1502175110893,食品有过期现象，虾的品质极差！
1501935561332,不推荐去，不好吃卫生也不干净。菜品特色差
1501690324861,不太推荐大家去那里，太一般了，不如单点吃
1501492108234,去得有点晚，进门的时候问服务员能吃多久，回答说是2小时，但是进去不到半小时全部的菜已经下架或是缺货，服务员到处在打扫卫生，感觉在赶客，超不爽
1501440771777,一点都不好吃，个人评价不推荐！
1500569674150,服务员叫了几遍都不理人
1499832617494,东西少 设备一般 烤肉的味道也不是很好
1499766267255,超级垃圾，价格贵，吃了拉肚子，不建议去，菜品少之又少，超级垃圾，下次坚决不去，态度超级恶劣，什么都没有吃的，调料也没有了，蔬菜也可以，海鲜也没有 ，而且吃不饱，晕死了，坚决不去了。
1499697676145,肉不新鲜，菜品少，海鲜更少，我只有蟹棒和鱿鱼，别的都是丸子一类，感觉在吃自助麻辣烫的feel 。不过小姑娘服务挺好的，很瘦，长头发，笑起来有个酒窝很甜美。这一分是给服务。
1499504482199,东西少。服务也不怎么样。
1499439682631,不好吃还不如野妹菜不新鲜，调料也不好吃
1498462155584,中午去的，说什么只能用全天的团购券，火锅辣的还要加8元，这都是次要的，最主要是有的菜品上的慢得要死，就一个冰冻虾和牛舌吧半小时或更久才会上一点上来，还没等你回过神的时候又没啦，吃个饭也是醉了，知道吃完都还是没吃到那两样东东！！
1498222549635,菜品少，还这么贵，吃到一半停电了，这还吃个啥。团购后再去需要每个人交三元说是个什么锅底费。
1498206934752,到处都是飞虫爬来爬去，食物上也会偶尔飞去几只，煮点肥牛全是泡泡。没有一样海鲜。
1499592937198,越来越贵，服务态度不好，那天我们去吃，没什么好吃的。只好给差评了，
1496810853400,东西难吃不说，。吃个饭，总是跟个苍蝇一样在我们边上乱转。多收了我20块钱就算了。
1496125416209,菜的种类很少，而且肉就那么几种，感觉都是假肉吃了浑身不舒服，服务也不咋地，如果不是位置不错都不会去
1496023126269,人非常多，排队等了好久，开始每个人都给个3的号码，都不知道谁先谁后，里面的肉感觉泡过水一样，不太新鲜，饮料品种很少，实话不推荐
1495698010261,菜品很少，都不知道要吃什么，东西都没贴有标签，根本不知道是什么肉，这是去过最差的自助餐，没有之一！
1495457450827,之前去过布吉那家性价比还可以，这家再也不会去了，菜的种类少，肉都没见全过，喝豆奶喝饱了。
1495446100648,难吃再也不想去了       什么吃的都没有***    菜品也不新鲜   酱料很少连个辣椒都没有    咸得要死    收银的态度一点都不好     浪费时间浪费钱    不如回家吃碗面      一颗星都不想给
1495126560012,肉多煮一会就嚼不动的感觉，口感不好，辣椒也不辣，这些都不是重点，主要那个收银员，跟别人欠她钱一样，问一下WiFi密码还翻白眼，退押金也还那么凶？？欠你钱？？？带朋友去然后朋友气的想骂人，下次不去，也不推荐，服务员还好，就是收银员，欠你钱了摆个脸色？！
1494922536967,"不知道为什么这么多好评 最后我认可扣钱 都不想再吃了
恶心"
1494508314628,便宜沒好貨，最好不要浪費錢去吃，看到有蟑螂在鍋旁邊爬叫一個女服務員，她說等一下，然後就不見人影了，然後叫了男服務員把蟑螂打死了，還有很大的蒼蠅，飛蟲，食材也不新鮮，皮皮蝦都是壞的不能吃的一顆星都不想給
1491713743025,不好吃，烤炉也是差，不适合自助烤
1489304527920,跟朋友第一次来这里吃，感觉很差，不想再来
1489241127107,服务员服务态度超差！！周末没人还要加收10元！
1489134840581,一颗星我都不想给，在深圳待了十几年，这是我吃过最差劲的自助餐，菜品、点心、水果，都少的可怜，能拿的就两个冰箱，另外还放了几个大锅在那里占地方，里面是熟菜，也是少的可怜。团购两人餐98不便宜了，连个纸巾都不配，还要另外买，而且还要加6块钱什么配料费，心情超级差。实话实说，请勿打骚扰电话，否则我会投诉。
1488025728993,食品有些變味了，環境通風不好，很悶！
1488017923444,这个吃的真的是…也没人服务，…………
1487427152810,菜式很少，而且不新鲜，吃了回来肚子痛o(╥﹏╥)o，急性肠胃炎，真的不推荐😓😓
1485965785897,一般一般
1472903793500,真是垃圾，一个破虾都要大家抢，再也不来了
1471760647645,不会回头客，开始就没有打算去那里，是我姐说很近，就是试了试，可能真的让人挺失望的，不推荐
1461305100000,火锅的味道本来就大众 那个位置还好但是里面环境感觉差 刚进去的时候就没有食欲了  但是朋友要吃 只能陪着  不推荐去吃
1458637144000,菜品少，味道难吃，礼拜六天价格还要加价！不推荐
1456730216000,菜品款式品种还好，好不好吃还得靠自己操作的怎样！至于服务嘛，真心感觉很差，特别是那个长头发的潮汕部长，很叼，来消费还要看她脸色，这不是一两次了，还真巧，每次抄团购都是遇到她，个别服务员态度极差！还不如一个撤餐阿姨的态度好！还有一个做寿司的矮个子的小男孩，他就很好，第一次来都是他服务的。。。。。。。。。。就这一次以后再也不来了，都去千滋百味，品种多，态度也好！
1451530980000,吃过很多家自助，这家真的很一般，菜品比较少更新慢，不推荐！
1444725194000,这个真的是太一般了，一点都不推荐
1431737978000,东西少，不新鲜，服务一般，味道差，不推荐。
1430711222000,地面很油很滑 没什么菜 不推荐来这家 餐后不给开发票 请美团的查处一下
1428211867000,吃完拉肚子，基本不推荐来，选择很少
1426831364000,不好，有被坑的感覺。。可選的東西少
1426506422000,一星都不想给 坐车从南山大老远跑到罗湖。车费加团购费用够在我家楼下吃顿好饭了。说好的鸡柳呢？说好的虾呢？说好的水果呢？啥都没有！！！东门町店 简直就是坑钱的。烤肉全是鸡肉。其他东西都不新鲜了。饮料就是水。服务员就现在你身后看你吃。我花钱来蹲监狱来了吗？用得着这么看着我吗？我这40块钱 就当做一个教训。大家看到这条评论的引以为鉴吧！想去被坑就随便团！
1422870282000,态度差，服务不好，………感觉被坑了！
1421768644000,超难吃，听到服务员在偷偷议论我，以后再也不来了
1420205740000,菜品少 服务也不是很热情 元旦下班也很早 不推荐
1418886868000,不怎样。。。不推荐去。反正我是不会再去第二次了。
1418882830000,品种稀罕，除了火锅料可烤食物除了五花肉和秋刀鱼外屈指可数，加收蘸料费，和其它同类型自助相较性价比更低。服务一般，地面油滑，灯光昏黯。不推荐购买。
1415872110000,根本就没见着牛肉，还有一些不知道什么肉的，感觉挺久的了，有一位的感觉，就感觉点心比较好，但是种类超少，那些餐具很脏，上面都有痕迹，一句话，不推荐
1528536453963,不好吃，除了肉  其他还行，肉根本没有味道
1528215780563,菜品好少，特别是才给1.5小时餐饮时间，上的肉好厚，要烤好久。
1527487546003,自助餐一般都不咋地 而且也很不卫生
1527427306545,服务太差了。前面招待进店的女人特别***。肉也是特别少。一出来就没了。吃个自助就是去抢肉的。时间也过的快。等肉的时间都长点。根本都还没吃饱时间就过去了。一个老阿姨就在那等着催着你说时间到了她要收桌了。还一副老好人的样子表示说不扣我的押金。反正也没剩多少。搞笑。本来就没吃到多少。能剩什么。   搞得朋友们都没尽兴。尴尬死了。
1527426244813,我不知道是怎么排名第一的，讲真，能吃的真的很少，不夸张的说，太少了，我从来没有吃过种类这么少的自助，也没有什么很特别的种类，实在无法接受，这也能是所谓的第一名。
1526788088116,菜品还可以，关键牛肉刚上来就被两个人给分没了，我们新来的要等好半天才能下一波，节假日真真心不推荐来，好东西根本轮不到你
1526661995164,我想说是不是菜品不新鲜，我拉肚子了，现在喂奶期间，儿子晚上也闹一晚上
1526011423682,菜品少的可怜，都是些便宜的肉，特别是虾，我们五个人也是一份虾，人家两个人也是一样一份虾。去过一次都不会在想去第二次了~
1525680824074,不好吃 东西少 吃不饱 东西不新鲜 不推荐
1525542529856,每次去了都不给票，有些不怎么卫生
1524838585127,自助餐…虾还是一人一盘的？东西样式偏少，而且不咋地。
1523971223969,东西选择好少 肉类不好吃 下次不会再来 👋
1523189428719,反正我觉得挺差劲的，东西没啥的还死贵，差评差评差评
1522581568264,感觉这是最不好的一次美团体验，品种少，火力太大容易焦，火力太小烤不熟
1520601327564,菜的种类很少就几种肉，和一点青菜，不值这个价，不会再去了
1520522741978,有可能是晚上去的，所以菜品很少，不是很好吃
1514813898807,首先服务还好，不算很热情，也不冷淡，其次是装潢，挺大的中式风格，喜欢，不满意的是吃的东西，下午两点去的，去了之后就一个感觉，什么吃的都没有了，更别提什么牛肉，虾了，一桌六个基围虾，还是那种死很久的虾，一点口感都没有，烧烤用的肉有鱼猪肉鸡肉各一样，其他就是些说不出的便宜肉类，吃了两三块就没胃口了，培根比较多，还有生菜这些，熟食就四五种吧，还都是空的，饮料还没开始喝呢，就变成凉水了，寿司还好，用的米挺好的，还有好几种点心，麻薯，薯条，炸酸奶，整体来说就一句话，好吃的都没有！68还不如去吃海鲜自助也就多十块钱，不会再光顾也不推荐别人光顾，很失望 #一般#
1514377565715,价格贵，品种少，经常食材跟不上，不推荐
1513163930252,没有什么东西可以吃的，主要吃的东西太少了
1512896408998,个人建议 不推荐 火太慢了 前半个小时就是在等火起来 菜品特别少 加菜也不及时 基本上你一去肉就没了 上的肉就够一桌吃的 另一桌再去就是空盒子了 感觉吃没吃什么 时间都浪费在等待上面了 感觉不会去第二次了
1512199514085,真的不是一般难吃，羊肉应该是客人或者服务员没弄好，贴着牛肉，拿了一堆结果一吃直接吐了，那个膻不是一般难咽下去。好多吃了嘴都那个膻味，看着好吃是不是？你们能理解大中午的饿着肚子吃这些的感受吗？气到直接转别家吃。第一次来也是最后一次。(吃完去了洗手间)
1511880298172,肉不新鲜  酒很假跟水一样  服务也不好
1511706752628,不好，很差劲的，真的是人多了就什么都没了，吃的吃的没了，喝的喝的也没了，样式又少，是真的没什么可推荐的，调料也很差，真真是最差劲的一次自助餐厅，，，真的不想说什么了，很差，很差，满怀期待排队等了好久，进去太失望了
1511497084396,虾是限量的 冰淇淋我去的时候基本上是没有的 也不见服务员开新的 生菜我觉得是吃烤肉最重要的配菜了！差不多7点去的没有生菜！然后我来会跑了4-5次 依旧没有上！直到我吃完都没有见上的！我去的时候还听到别的顾客跟服务员说了没有生菜！人家服务员就哦了一下！！！！！人家说的那个寿司我也是没见的！想什么蛋挞啊炸香蕉啊我去的时候也是没有的！！什么都没有！！我是真的不想说话！还有最重要的 用油人家都有个刷油的毛刷这家是什么都没有 用勺子。。。。。我也是醉了！也没有第二次了
1511068226935,服务真心差难受  。。。。。还一定要写15个字呵呵
1509637206462,服务很差，因为去的比较晚，服务员为了要下班，态度不好，服务员在旁边走来走去，说还有这么多啊，怎样怎样，吃得很不开心，这是我去过最差的自助餐
1507867590756,不喜欢那的环境，还有服务员。真的是不会变通，呆呆的。
1503847647985,刷新了我对自助餐的认知，关键还是带着全家人堵了一路车去吃的！菜品差，烤肉的火也很小，人多的时候加菜的速度也跟不上，高兴而去，铩羽而归！
1502292553151,菜品太少，味道也不咋地，服务态度不好，叫半天一个人来都没有，比起东门的店差太多！不推荐😖😖
1502281165332,服务态度差，不会再去了！4个人为什么不能要2个桌，晕。我要是老板就换服务员
1500885725243,味道不怎么地，卫生好差，菜品也少。
1500302427959,别的自助烤肉都很多种类的，，而且这里好多东西都没有！差评，还贵！！
1498566538913,无语的服务员，过去之后我去拿菜了没看到服务员连火都没开，以为她开过了，过来之后就直接往上面放肉了，结果被他看到一直在嘲笑我吃烧烤连火都不开，无语了，这态度，就是那个年龄有点大的女的，什么素质
1498446823691,垃圾拉肚子，浑身不舒服不舒服不舒服
1498350443505,服务差，水果少，口味不好吃。肉类不新鲜。
1497246972982,价格便宜，食材很一般，不会去第二次
1494815322401,"带小孩一起去的，菜品少，羊肉取了两串，只烤了一串也没吃完，骚味非常大，也不知道是拿羊尿泡了多久，重点还掉颜色，会做饭的人一眼都能分辩出血色和染色。就吃了点青菜，小孩也只吃了点寿司。

对了，连烤料油盐醋等都是要自己去装，装就算了，还只备小碟子装，用起来一点都不放便，也不好算量"
1493620321558,品种好少，服务态度不好，东西找不到，她都不说在哪，顺便敷衍了事
1493608616534,难吃的要死     小强都不吃 ，，，，，
1492352391437,价格非常贵，性价比很低！太不划算。
1492220632276,食材看起来不是很新鲜，没啥特色，味道也不怎么样
1491872728270,菜品真的太少了！太失望了，以后再也不去了！  50几块钱一个人，不晓得一共吃了10块钱没有，真心不推荐
1491231773585,吃自助以来菜品最少的一次了，水果只有西瓜，肉类一次只拿一点点，不会再去吃了
1490618044927,服务态度不好，收了钱就不理你了，根本没什么东西，极度不划算！大家不要过来这家，连羊肉牛肉都不上，好不容易上一盘还要抢！垃圾！
1488889300319,火力不足啊！吃的我在车上了。各有所需。
1486086567131,调料又少，又不好，辣椒一点都不辣，菜品又少！有些饮料还是2015年的，就一次了，绝不会再去
1485928725210,真心不怎么样
1469503817022,不推荐，东西太少，没什么吃的，而且又贵得，又要另外收费
